state,date,daily_cases,percentage
Vermont,2020-11-22,96.0,5.0
Vermont,2020-11-29,65.0,5.0
Vermont,2020-12-06,121.0,-15.0
Vermont,2020-12-13,105.0,-4.0
Vermont,2020-12-20,100.0,-10.0
Vermont,2020-12-27,91.0,2.0
Vermont,2021-01-03,82.0,8.0
Vermont,2021-01-10,165.0,-7.0
Vermont,2021-01-17,169.0,-11.0
Vermont,2021-01-24,149.0,-18.0
Vermont,2021-01-31,132.0,-15.0
Vermont,2021-02-07,133.0,-9.0
Vermont,2021-02-14,134.0,-8.0
Vermont,2021-02-21,108.0,0.0
Virginia,2020-04-19,473.0,14.0
Virginia,2020-04-26,638.0,3.5
Virginia,2020-05-03,801.0,23.0
Virginia,2020-05-10,821.0,8.0
Virginia,2020-05-17,946.0,48.0
Virginia,2020-05-24,799.0,14.0
Virginia,2020-05-31,1132.0,64.0
Virginia,2020-06-07,841.0,63.0
Virginia,2020-06-14,564.0,85.0
Virginia,2020-06-21,463.0,69.0
Virginia,2020-06-28,529.0,99.0
Virginia,2020-07-05,532.0,102.0
Virginia,2020-07-12,638.0,89.0
Virginia,2020-07-19,940.0,91.0
Virginia,2020-07-26,1022.0,74.0
Virginia,2020-08-02,958.0,78.0
Virginia,2020-08-09,1145.0,76.0
Virginia,2020-08-16,912.0,57.0
Virginia,2020-08-23,861.0,82.0
Virginia,2020-08-30,1003.0,72.0
Virginia,2020-09-06,989.0,62.0
Virginia,2020-09-13,1115.0,78.0
Virginia,2020-09-20,946.0,74.0
Virginia,2020-09-27,872.0,59.0
Virginia,2020-10-04,755.0,50.0
Virginia,2020-10-11,1067.0,59.0
Virginia,2020-10-18,1114.0,59.0
Virginia,2020-10-25,1018.0,61.0
Virginia,2020-11-01,1345.0,27.0
Virginia,2020-11-08,1261.0,41.0
Virginia,2020-11-15,1435.0,25.0
Virginia,2020-11-22,2125.0,15.0
Virginia,2020-11-29,2600.0,25.0
Virginia,2020-12-06,2325.0,2.0
Virginia,2020-12-13,3880.0,5.0
Virginia,2020-12-20,3295.0,-15.0
Virginia,2020-12-27,4042.0,-4.0
Virginia,2021-01-03,4048.0,11.0
Virginia,2021-01-10,5238.0,-8.0
Virginia,2021-01-17,4795.0,-1.0
Virginia,2021-01-24,4526.0,-4.0
Virginia,2021-01-31,4707.0,-22.0
Virginia,2021-02-07,2959.0,-23.0
Virginia,2021-02-14,3203.0,-35.0
Virginia,2021-02-21,2034.0,-17.0
Washington,2020-04-19,164.0,31.0
Washington,2020-04-26,228.5,13.5
Washington,2020-05-03,228.0,17.0
Washington,2020-05-10,277.0,78.0
Washington,2020-05-17,217.0,41.0
Washington,2020-05-24,148.0,51.0
Washington,2020-05-31,278.0,81.0
Washington,2020-06-07,284.0,69.0
Washington,2020-06-14,284.0,56.0
Washington,2020-06-21,406.0,93.0
Washington,2020-06-28,494.0,122.0
Washington,2020-07-05,608.0,97.0
Washington,2020-07-12,639.0,97.0
Washington,2020-07-19,934.0,138.0
Washington,2020-07-26,799.0,129.0
Washington,2020-08-02,778.0,132.0
Washington,2020-08-09,685.0,123.0
Washington,2020-08-16,592.0,127.0
Washington,2020-08-23,532.0,113.0
Washington,2020-08-30,473.0,123.0
Washington,2020-09-06,475.0,121.0
Washington,2020-09-13,364.0,79.0
Washington,2020-09-20,384.0,34.0
Washington,2020-09-27,544.0,31.0
Washington,2020-10-04,532.0,59.0
Washington,2020-10-11,556.0,41.0
Washington,2020-10-18,698.0,31.0
Washington,2020-10-25,741.0,34.0
Washington,2020-11-01,876.0,28.0
Washington,2020-11-08,1450.0,10.0
Washington,2020-11-15,2025.0,-7.0
Washington,2020-11-22,2111.0,-8.0
Washington,2020-11-29,2873.0,6.0
Washington,2020-12-06,2269.0,17.0
Washington,2020-12-13,3149.0,-3.0
Washington,2020-12-20,2092.0,-9.0
Washington,2020-12-27,2315.0,-7.0
Washington,2021-01-03,1484.0,-3.0
Washington,2021-01-10,2988.0,-3.0
Washington,2021-01-17,2193.0,9.0
Washington,2021-01-24,2050.0,11.0
Washington,2021-01-31,1807.0,-2.0
Washington,2021-02-07,1493.0,-1.0
Washington,2021-02-14,880.0,-23.0
Washington,2021-02-21,897.0,-8.0
West Virginia,2020-04-19,29.0,-8.0
West Virginia,2020-04-26,20.5,8.0
West Virginia,2020-05-03,27.0,8.0
West Virginia,2020-05-10,29.0,6.0
West Virginia,2020-05-17,20.0,33.0
West Virginia,2020-05-24,22.0,22.0
West Virginia,2020-05-31,36.0,55.0
West Virginia,2020-06-07,21.0,55.0
West Virginia,2020-06-14,23.0,67.0
West Virginia,2020-06-21,32.0,68.0
West Virginia,2020-06-28,38.0,77.0
West Virginia,2020-07-05,73.0,102.0
West Virginia,2020-07-12,157.0,72.0
West Virginia,2020-07-19,100.0,83.0
West Virginia,2020-07-26,96.0,64.0
West Virginia,2020-08-02,121.0,57.0
West Virginia,2020-08-09,116.0,77.0
West Virginia,2020-08-16,132.0,66.0
West Virginia,2020-08-23,180.0,66.0
West Virginia,2020-08-30,117.0,45.5
West Virginia,2020-09-06,171.0,38.0
West Virginia,2020-09-13,251.5,79.0
West Virginia,2020-09-20,204.0,69.0
West Virginia,2020-09-27,204.0,55.0
West Virginia,2020-10-04,176.0,44.0
West Virginia,2020-10-11,193.0,57.0
West Virginia,2020-10-18,261.0,51.0
West Virginia,2020-10-25,276.0,53.0
West Virginia,2020-11-01,399.0,31.0
West Virginia,2020-11-08,423.0,26.0
West Virginia,2020-11-15,795.0,18.0
West Virginia,2020-11-22,942.0,11.0
West Virginia,2020-11-29,880.0,25.0
West Virginia,2020-12-06,1120.0,-7.0
West Virginia,2020-12-13,1233.0,-2.0
West Virginia,2020-12-20,1266.0,-13.0
West Virginia,2020-12-27,1303.0,-6.0
West Virginia,2021-01-03,1337.0,-2.0
West Virginia,2021-01-10,1516.0,-15.0
West Virginia,2021-01-17,1189.0,-9.0
West Virginia,2021-01-24,988.0,-16.0
West Virginia,2021-01-31,797.0,-23.0
West Virginia,2021-02-07,549.0,-18.0
West Virginia,2021-02-14,429.0,-16.0
West Virginia,2021-02-21,301.0,-23.0
Wisconsin,2020-04-19,147.0,32.0
Wisconsin,2020-04-26,213.5,55.0
Wisconsin,2020-05-03,231.0,94.0
Wisconsin,2020-05-10,330.0,67.0
Wisconsin,2020-05-17,291.0,103.0
Wisconsin,2020-05-24,472.0,177.0
Wisconsin,2020-05-31,512.0,159.0
Wisconsin,2020-06-07,357.0,189.0
Wisconsin,2020-06-14,272.0,212.0
Wisconsin,2020-06-21,266.0,249.0
Wisconsin,2020-06-28,432.0,210.0
Wisconsin,2020-07-05,540.0,299.0
Wisconsin,2020-07-12,598.0,233.0
Wisconsin,2020-07-19,880.0,251.0
Wisconsin,2020-07-26,953.0,245.0
Wisconsin,2020-08-02,870.0,254.0
Wisconsin,2020-08-09,884.0,252.0
Wisconsin,2020-08-16,724.0,241.0
Wisconsin,2020-08-23,740.0,226.0
Wisconsin,2020-08-30,768.0,171.0
Wisconsin,2020-09-06,727.0,191.0
Wisconsin,2020-09-13,893.0,116.0
Wisconsin,2020-09-20,1582.0,177.0
Wisconsin,2020-09-27,1762.0,155.0
Wisconsin,2020-10-04,2367.0,87.0
Wisconsin,2020-10-11,2319.0,131.0
Wisconsin,2020-10-18,3107.0,76.0
Wisconsin,2020-10-25,4643.0,41.0
Wisconsin,2020-11-01,5145.0,41.0
Wisconsin,2020-11-08,6256.0,83.0
Wisconsin,2020-11-15,7432.0,8.0
Wisconsin,2020-11-22,7077.0,29.0
Wisconsin,2020-11-29,5473.0,31.0
Wisconsin,2020-12-06,4635.0,18.0
Wisconsin,2020-12-13,4478.0,8.0
Wisconsin,2020-12-20,3921.0,7.0
Wisconsin,2020-12-27,2045.0,10.0
Wisconsin,2021-01-03,2558.0,19.0
Wisconsin,2021-01-10,4019.0,3.0
Wisconsin,2021-01-17,2706.0,5.0
Wisconsin,2021-01-24,1933.0,-2.0
Wisconsin,2021-01-31,1564.0,-5.0
Wisconsin,2021-02-07,1296.0,-24.0
Wisconsin,2021-02-14,866.0,-25.0
Wisconsin,2021-02-21,779.0,-10.0
Wyoming,2020-04-19,5.0,-21.0
Wyoming,2020-04-26,12.0,40.0
Wyoming,2020-05-03,13.0,49.0
Wyoming,2020-05-10,9.0,47.0
Wyoming,2020-05-17,13.0,47.0
Wyoming,2020-05-24,11.0,101.0
Wyoming,2020-05-31,10.0,145.0
Wyoming,2020-06-07,6.0,143.0
Wyoming,2020-06-14,13.0,205.0
Wyoming,2020-06-21,14.5,229.5
Wyoming,2020-06-28,26.0,271.0
Wyoming,2020-07-05,29.5,310.0
Wyoming,2020-07-12,32.5,312.5
Wyoming,2020-07-19,40.0,316.0
Wyoming,2020-07-26,50.5,326.5
Wyoming,2020-08-02,41.5,318.0
Wyoming,2020-08-09,39.0,329.0
Wyoming,2020-08-16,35.0,322.0
Wyoming,2020-08-23,,
Wyoming,2020-08-30,,
Wyoming,2020-09-06,,
Wyoming,2020-09-13,47.0,236.0
Wyoming,2020-09-20,49.0,244.0
Wyoming,2020-09-27,91.0,184.0
Wyoming,2020-10-04,131.0,158.0
Wyoming,2020-10-11,139.0,136.0
Wyoming,2020-10-18,191.0,87.0
Wyoming,2020-10-25,271.0,26.0
Wyoming,2020-11-01,340.0,26.0
Wyoming,2020-11-08,425.0,25.0
Wyoming,2020-11-15,713.0,-8.0
Wyoming,2020-11-22,822.0,1.0
Wyoming,2020-11-29,759.0,2.0
Wyoming,2020-12-06,571.0,0.0
Wyoming,2020-12-13,410.0,-8.0
Wyoming,2020-12-20,289.0,-9.0
Wyoming,2020-12-27,261.0,-9.0
Wyoming,2021-01-03,210.0,-4.0
Wyoming,2021-01-10,312.0,-10.0
Wyoming,2021-01-17,217.0,-9.0
Wyoming,2021-01-24,214.0,-10.0
Wyoming,2021-01-31,164.0,-2.0
Wyoming,2021-02-07,145.0,-13.0
Wyoming,2021-02-14,46.0,-23.0
Wyoming,2021-02-21,81.0,-16.0
